"filename", "language", "JavaScript", "XML", "CSS", "comment", "blank", "total"
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\groups\GroupsPage.js", "JavaScript", 283, 0, 0, 2, 20, 305
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\groups\InvitationBox.js", "JavaScript", 274, 0, 0, 2, 19, 295
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\groups\InviteFriendThumbnail.js", "JavaScript", 156, 0, 0, 0, 8, 164
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\groups\MemberThumbnail.js", "JavaScript", 162, 0, 0, 0, 10, 172
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\groups\MembersSection.js", "JavaScript", 319, 0, 0, 1, 17, 337
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\groups\assets\addGroupIcon.svg", "XML", 0, 3, 0, 0, 1, 4
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\groups\assets\closeIconBlack.svg", "XML", 0, 4, 0, 0, 1, 5
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\groups\assets\closeIconWhite.svg", "XML", 0, 4, 0, 0, 1, 5
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\groups\assets\crownIcon.svg", "XML", 0, 7, 0, 0, 1, 8
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\groups\assets\crownIconWhite.svg", "XML", 0, 7, 0, 0, 1, 8
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\groups\assets\descriptionIcon.svg", "XML", 0, 10, 0, 1, 0, 11
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\groups\assets\editIcon.svg", "XML", 0, 10, 0, 0, 1, 11
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\groups\assets\groupMemberIcon.svg", "XML", 0, 68, 0, 1, 1, 70
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\groups\assets\leaveGroupIcon.svg", "XML", 0, 3, 0, 0, 1, 4
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\groups\assets\openGroupIcon.svg", "XML", 0, 3, 0, 0, 1, 4
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\groups\assets\requestsIcon.svg", "XML", 0, 3, 0, 0, 1, 4
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\groups\assets\threeDotsIcon.svg", "XML", 0, 4, 0, 0, 1, 5
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\groups\groupsScrollbar.css", "CSS", 0, 0, 23, 0, 3, 26
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\menu\Menu.js", "JavaScript", 277, 0, 0, 0, 17, 294
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\menu\UserProfilePicture.js", "JavaScript", 64, 0, 0, 1, 8, 73
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\menu\assets\albums.svg", "XML", 0, 8, 0, 0, 1, 9
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\menu\assets\chats.svg", "XML", 0, 10, 0, 0, 1, 11
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\menu\assets\emoji.js", "JavaScript", 17, 0, 0, 0, 1, 18
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\menu\assets\expandIcon.svg", "XML", 0, 23, 0, 0, 1, 24
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\menu\assets\groups.svg", "XML", 0, 20, 0, 0, 1, 21
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\menu\assets\logout.svg", "XML", 0, 3, 0, 0, 1, 4
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\menu\assets\news.svg", "XML", 0, 5, 0, 0, 1, 6
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\menu\assets\notifs.svg", "XML", 0, 11, 0, 0, 1, 12
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\menu\assets\search.svg", "XML", 0, 10, 0, 0, 1, 11
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\messenger\ChatMenu.js", "JavaScript", 166, 0, 0, 0, 11, 177
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\messenger\FriendChat.js", "JavaScript", 204, 0, 0, 10, 17, 231
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\messenger\FriendItem.js", "JavaScript", 118, 0, 0, 1, 8, 127
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\messenger\FriendMessenger.js", "JavaScript", 541, 0, 0, 8, 34, 583
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\messenger\GroupChat.js", "JavaScript", 188, 0, 0, 8, 16, 212
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\messenger\GroupItem.js", "JavaScript", 118, 0, 0, 1, 8, 127
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\messenger\GroupMessenger.js", "JavaScript", 514, 0, 0, 32, 34, 580
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\messenger\SingleMessage.js", "JavaScript", 130, 0, 0, 0, 9, 139
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\messenger\assets\closeIcon.svg", "XML", 0, 14, 0, 0, 0, 14
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\messenger\assets\groupsIcon.svg", "XML", 0, 20, 0, 0, 1, 21
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\messenger\assets\messageAvailableIcon.svg", "XML", 0, 13, 0, 0, 1, 14
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\messenger\assets\noMessageIcon.svg", "XML", 0, 11, 0, 0, 1, 12
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\messenger\assets\sendIcon.svg", "XML", 0, 10, 0, 0, 1, 11
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\messenger\assets\underConstructionIcon.svg", "XML", 0, 24, 0, 0, 1, 25
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\messenger\assets\userIcon.svg", "XML", 0, 12, 0, 1, 1, 14
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\messenger\styles\friends.css", "CSS", 0, 0, 30, 0, 6, 36
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\messenger\styles\messageEmojiPicker.css", "CSS", 0, 0, 72, 11, 16, 99
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\messenger\styles\messageTooltip.css", "CSS", 0, 0, 20, 0, 5, 25
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\news\NewsPage.js", "JavaScript", 237, 0, 0, 2, 14, 253
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\news\NewsThumbnail.js", "JavaScript", 121, 0, 0, 0, 14, 135
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\news\Post.js", "JavaScript", 197, 0, 0, 1, 13, 211
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\news\assets\communityIcon.svg", "XML", 0, 3, 0, 0, 1, 4
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\news\assets\friendsIcon.svg", "XML", 0, 8, 0, 0, 1, 9
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\notifications\GroupItem.js", "JavaScript", 279, 0, 0, 1, 19, 299
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\notifications\GroupNotifications.js", "JavaScript", 87, 0, 0, 1, 7, 95
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\notifications\Notifications.js", "JavaScript", 204, 0, 0, 1, 13, 218
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\notifications\UserItem.js", "JavaScript", 253, 0, 0, 2, 19, 274
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\notifications\UserNotifications.js", "JavaScript", 57, 0, 0, 1, 8, 66
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\notifications\assets\closeIcon.svg", "XML", 0, 14, 0, 0, 0, 14
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\notifications\assets\groupsIcon.svg", "XML", 0, 20, 0, 0, 1, 21
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\notifications\assets\userIcon.svg", "XML", 0, 12, 0, 1, 1, 14
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\notifications\notificationsScrollbar.css", "CSS", 0, 0, 13, 0, 3, 16
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\search\AlbumSearch.js", "JavaScript", 358, 0, 0, 5, 22, 385
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\search\FoundAlbumThumbnail.js", "JavaScript", 149, 0, 0, 108, 15, 272
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\search\FoundPersonThumbnail.js", "JavaScript", 100, 0, 0, 0, 9, 109
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\search\PeopleSearch.js", "JavaScript", 315, 0, 0, 5, 21, 341
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\search\SearchPage.js", "JavaScript", 140, 0, 0, 0, 11, 151
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\search\assets\cleanIcon.svg", "XML", 0, 4, 0, 0, 1, 5
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\search\assets\magnifierIcon.svg", "XML", 0, 10, 0, 0, 1, 11
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\search\assets\noResultsIcon.svg", "XML", 0, 13, 0, 0, 1, 14
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\search\assets\searchAlbumIcon.svg", "XML", 0, 55, 0, 1, 1, 57
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\search\assets\searchPeopleIcon.svg", "XML", 0, 12, 0, 1, 1, 14
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\search\assets\searchingIcon.svg", "XML", 0, 3, 0, 0, 1, 4
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\search\assets\travelifyCameraIcon.svg", "XML", 0, 20, 0, 0, 1, 21
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\search\assets\travelifyTextIcon.svg", "XML", 0, 5, 0, 0, 1, 6
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\search\searchScrollbar.css", "CSS", 0, 0, 18, 0, 2, 20
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\startPage\LoginModal.js", "JavaScript", 387, 0, 0, 1, 22, 410
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\trinkets\Button.js", "JavaScript", 21, 0, 0, 0, 3, 24
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\trinkets\ButtonIcon.js", "JavaScript", 14, 0, 0, 0, 3, 17
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\trinkets\Cancel.js", "JavaScript", 32, 0, 0, 0, 2, 34
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\trinkets\ConfirmationBox.js", "JavaScript", 163, 0, 0, 1, 14, 178
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\trinkets\DropdownSearch.js", "JavaScript", 310, 0, 0, 3, 23, 336
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\trinkets\FormInput.js", "JavaScript", 29, 0, 0, 5, 3, 37
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\trinkets\Input.js", "JavaScript", 26, 0, 0, 1, 8, 35
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\trinkets\RadioButton.css", "CSS", 0, 0, 62, 0, 9, 71
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\trinkets\RadioButton.js", "JavaScript", 12, 0, 0, 0, 3, 15
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\trinkets\Select.js", "JavaScript", 199, 0, 0, 7, 16, 222
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\trinkets\Spinner.js", "JavaScript", 35, 0, 0, 0, 5, 40
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\trinkets\StatusMessage.js", "JavaScript", 25, 0, 0, 0, 4, 29
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\trinkets\Submit.js", "JavaScript", 30, 0, 0, 0, 2, 32
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\trinkets\Toggle.js", "JavaScript", 92, 0, 0, 0, 4, 96
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\trinkets\Tooltip.js", "JavaScript", 15, 0, 0, 0, 3, 18
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\trinkets\fileUpload.css", "CSS", 0, 0, 31, 1, 6, 38
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\trinkets\outsideModalClick.js", "JavaScript", 17, 0, 0, 1, 5, 23
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\trinkets\svg\searchIcon.svg", "XML", 0, 1, 0, 0, 0, 1
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\trinkets\tooltip.css", "CSS", 0, 0, 18, 0, 5, 23
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\AlbumThumbnail.js", "JavaScript", 133, 0, 0, 0, 13, 146
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\FriendThumbnail.js", "JavaScript", 165, 0, 0, 0, 12, 177
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\GridSection.js", "JavaScript", 221, 0, 0, 3, 12, 236
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\InfoSection.js", "JavaScript", 211, 0, 0, 1, 14, 226
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\MapSection.js", "JavaScript", 72, 0, 0, 1, 8, 81
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\PhotoZoom.js", "JavaScript", 136, 0, 0, 2, 10, 148
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\UserPage.js", "JavaScript", 684, 0, 0, 14, 34, 732
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\assets\aboutIcon.svg", "XML", 0, 3, 0, 0, 1, 4
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\assets\addFriendIcon.svg", "XML", 0, 12, 0, 0, 1, 13
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\assets\birthdayIcon.svg", "XML", 0, 3, 0, 0, 1, 4
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\assets\closeIcon.svg", "XML", 0, 3, 0, 0, 1, 4
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\assets\editIcon.svg", "XML", 0, 10, 0, 0, 1, 11
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\assets\friendsIcon.svg", "XML", 0, 4, 0, 0, 1, 5
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\assets\homeIcon.svg", "XML", 0, 10, 0, 0, 1, 11
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\assets\interestsIcon.svg", "XML", 0, 10, 0, 0, 1, 11
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\assets\noResultsIcon.svg", "XML", 0, 14, 0, 0, 1, 15
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\assets\phoneIcon.svg", "XML", 0, 3, 0, 0, 1, 4
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\assets\uploadIcon.svg", "XML", 0, 40, 0, 1, 1, 42
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\assets\visitedIcon.svg", "XML", 0, 15, 0, 0, 1, 16
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\data.js", "JavaScript", 142, 0, 0, 0, 2, 144
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\components\user\userScrollbar.css", "CSS", 0, 0, 13, 0, 1, 14
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\index.css", "CSS", 0, 0, 18, 1, 5, 24
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\index.js", "JavaScript", 20, 0, 0, 3, 3, 26
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\logo.svg", "XML", 0, 1, 0, 0, 0, 1
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\miscellanous\GlobalTheme.js", "JavaScript", 19, 0, 0, 6, 2, 27
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\miscellanous\Routes.js", "JavaScript", 19, 0, 0, 0, 1, 20
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\miscellanous\Utils.js", "JavaScript", 143, 0, 0, 17, 16, 176
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\miscellanous\url.js", "JavaScript", 80, 0, 0, 0, 2, 82
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\redux\albumCreatorSlice.js", "JavaScript", 61, 0, 0, 2, 6, 69
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\redux\albumDetailsSlice.js", "JavaScript", 70, 0, 0, 2, 6, 78
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\redux\blurSlice.js", "JavaScript", 14, 0, 0, 2, 4, 20
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\redux\deleteFriendSlice.js", "JavaScript", 15, 0, 0, 3, 5, 23
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\redux\groupAlbumCreatorSlice.js", "JavaScript", 81, 0, 0, 2, 6, 89
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\redux\groupAlbumSlice.js", "JavaScript", 72, 0, 0, 2, 6, 80
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\redux\groupCreatorSlice.js", "JavaScript", 49, 0, 0, 2, 6, 57
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\redux\groupDetailsSlice.js", "JavaScript", 71, 0, 0, 2, 6, 79
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\redux\notificationSlice.js", "JavaScript", 17, 0, 0, 0, 6, 23
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\redux\store.js", "JavaScript", 25, 0, 0, 0, 3, 28
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\redux\userDataSlice.js", "JavaScript", 42, 0, 0, 2, 7, 51
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\reportWebVitals.js", "JavaScript", 12, 0, 0, 0, 2, 14
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\templates\ErrorBoundary.js", "JavaScript", 18, 0, 0, 3, 8, 29
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\templates\ErrorPage.js", "JavaScript", 231, 0, 0, 23, 10, 264
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\templates\LoadingTemplate.js", "JavaScript", 109, 0, 0, 0, 9, 118
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\templates\UserTemplate.js", "JavaScript", 34, 0, 0, 0, 4, 38
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\views\AlbumCreator.js", "JavaScript", 124, 0, 0, 1, 10, 135
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\views\AlbumDetails.js", "JavaScript", 148, 0, 0, 2, 10, 160
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\views\AlbumNotLogged.js", "JavaScript", 91, 0, 0, 2, 8, 101
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\views\Albums.js", "JavaScript", 105, 0, 0, 0, 8, 113
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\views\AuthPage.js", "JavaScript", 58, 0, 0, 0, 6, 64
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\views\EditProfile.js", "JavaScript", 56, 0, 0, 1, 8, 65
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\views\GroupAlbumCreator.js", "JavaScript", 164, 0, 0, 3, 10, 177
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\views\GroupAlbumDetails.js", "JavaScript", 141, 0, 0, 2, 9, 152
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\views\GroupCreator.js", "JavaScript", 127, 0, 0, 1, 8, 136
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\views\GroupDetails.js", "JavaScript", 149, 0, 0, 1, 10, 160
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\views\Groups.js", "JavaScript", 58, 0, 0, 0, 7, 65
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\views\LoginTransition.js", "JavaScript", 255, 0, 0, 16, 18, 289
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\views\News.js", "JavaScript", 58, 0, 0, 2, 7, 67
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\views\Search.js", "JavaScript", 22, 0, 0, 1, 7, 30
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\views\StartPage.js", "JavaScript", 263, 0, 0, 0, 21, 284
"c:\Users\mikol\Desktop\studia\PracaInżynierska\travelify\travelify\src\views\User.js", "JavaScript", 294, 0, 0, 5, 14, 313
"Total", "-", 29957, 1223, 946, 642, 2367, 35135